gene	transcript	D01_Ctrl_0h	D01_Lps_1h	D01_Lps_2h	D01_Lps_4h	D01_Lps_6h	D09_Ctrl_0h	D09_Lps_1h	D09_Lps_2h	D09_Lps_4h	D09_Lps_6h
SRMS	NA	0	1	0	0	1	0	0	0	0	0
MIR4666B	NA	0	0	0	0	0	0	0	0	0	0
TRIM45	NA	2	4	0	3	6	6	4	3	12	6
OSER1	NA	286	302	218	173	286	174	219	224	244	249
LOC392232	NA	0	0	0	0	0	0	0	0	0	1
TCP1	NA	1163	1366	658	591	1087	872	1075	868	1352	1033
TMED7	NA	1658	1792	962	664	1605	1472	1827	1175	1744	1928
CMA1	NA	0	0	0	0	0	0	0	0	0	0
CENPL	NA	64	41	12	13	20	57	47	14	44	43
PTCRA	NA	49	73	50	27	50	57	52	50	39	36
MIR2054	NA	0	0	0	0	0	0	0	0	0	0
FST	NA	57	108	62	65	153	17	27	56	56	43
VWCE	NA	106	147	63	27	57	36	40	20	15	15
PAWR	NA	0	0	0	0	0	0	2	0	0	0
TBC1D3B	NA	0	0	0	0	0	0	0	0	0	0
SNORD91A	NA	0	0	0	0	0	0	0	0	0	0
ABCC12	NA	0	0	0	0	0	0	0	0	0	0
SYCE3	NA	1	2	1	0	1	0	0	0	0	0
LDLR	NA	13	129	230	185	234	509	2141	2109	825	336
CXCR2P1	NA	1581	2126	821	169	492	840	969	296	138	96
ASTN2	NA	102	143	73	41	99	118	113	106	190	132
LINC00577	NA	0	0	0	0	0	0	0	0	0	0
PCDH9-AS4	NA	0	0	0	0	0	0	0	0	0	0
TAB2	NA	4318	5210	3259	2351	4803	3275	4012	3725	4652	4221
GPATCH8	NA	1465	1696	552	406	1165	964	897	460	729	848
TANC2	NA	430	620	225	86	116	667	732	549	256	182
KIF4A	NA	4	9	6	0	1	4	5	2	2	11
FAM161A	NA	5	12	1	1	5	4	4	3	4	2
PGM1	NA	187	229	93	56	116	286	346	204	243	297
SNORA11C	NA	0	0	0	0	0	0	0	0	0	0
CPD	NA	3090	3227	1561	1275	3226	2202	2505	1615	2652	2633
SNCAIP	NA	6	8	1	3	1	2	4	0	1	1
DCT	NA	0	0	0	0	0	0	2	1	0	0
ANXA8	NA	0	0	0	0	0	0	0	0	0	0
HLA-DOA	NA	710	961	480	336	589	1127	1565	1303	1563	1129
OR11L1	NA	0	0	0	0	0	0	0	0	0	0
UPK1B	NA	0	0	0	1	0	0	1	0	0	1
PROSER3	NA	123	130	37	20	99	60	87	61	59	98
DNAJB4	NA	129	492	400	131	168	89	449	348	156	98
UGT1A8	NA	0	0	0	0	0	0	0	0	0	0
HIST1H4L	NA	25	14	0	2	7	40	11	6	11	7
GOLGA8EP	NA	0	0	0	0	0	0	1	0	0	0
PECR	NA	52	77	19	19	52	22	36	38	41	27
WFIKKN1	NA	13	1	3	0	1	2	3	3	0	0
MIR16-2	NA	0	0	0	0	0	0	0	0	0	0
HSPA2	NA	6	25	11	11	29	10	20	17	38	24
SERP1	NA	1914	2381	1061	621	1159	1273	1680	1150	1354	1158
SYDE2	NA	2	3	1	0	1	6	12	4	5	4
CNTNAP3B	NA	0	1	0	0	2	0	0	0	2	0
LOC101928093	NA	0	2	0	1	0	0	0	0	0	0
TACR2	NA	6	14	3	5	12	5	6	5	7	4
SVOPL	NA	0	0	0	0	0	0	0	0	0	0
NUP85	NA	198	244	76	23	73	157	187	117	42	88
LOC101928978	NA	0	0	0	0	0	0	0	0	0	0
SNORA18	NA	1	0	0	0	0	0	0	0	0	1
CD177	NA	0	0	0	0	0	0	0	0	0	0
EDDM3B	NA	0	0	0	0	0	0	0	0	0	0
PIGG	NA	348	320	172	103	231	224	225	170	251	230
LGR5	NA	0	0	0	0	0	0	0	0	0	0
RNU6-2	NA	0	0	0	0	0	0	0	0	0	1
MIR3671	NA	0	0	0	0	0	0	0	0	0	0
LINC00348	NA	0	0	0	0	0	0	0	0	0	0
LOC574538	NA	0	0	0	0	0	0	0	0	0	0
SCARNA2	NA	177	281	135	83	254	89	112	105	140	134
RAB5A	NA	1707	2102	1285	1987	4819	1211	1697	1591	4130	3582
LRRC16B	NA	4	0	9	5	28	4	8	39	59	34
FLJ13224	NA	9	18	12	11	8	4	10	4	9	9
DCAF11	NA	878	1045	429	172	360	392	556	404	327	302
USP9Y	NA	262	338	128	83	165	0	0	0	0	0
LBX1-AS1	NA	0	0	0	0	0	0	0	0	0	0
SUSD6	NA	2568	3694	2474	2358	7115	1384	2173	1921	2838	3994
PLEKHM3	NA	631	755	401	668	1592	415	522	324	1052	1189
LRP1B	NA	0	1	0	0	0	0	0	0	0	0
XAF1	NA	373	484	207	877	2842	230	249	284	2055	1868
TMEM244	NA	0	0	0	0	0	0	0	0	0	0
MIR4727	NA	0	0	0	0	0	0	0	0	0	0
ENKUR	NA	0	0	0	0	0	0	0	0	0	0
ANKDD1A	NA	14	20	3	7	9	17	13	15	22	25
ABCG8	NA	0	0	0	0	0	0	0	0	0	0
MIR4444-1	NA	0	0	0	0	0	0	0	0	0	0
DAND5	NA	0	0	0	0	0	0	1	3	0	3
CASC10	NA	0	0	0	0	0	0	0	0	0	0
SPAG6	NA	0	1	1	1	2	1	1	2	0	0
ZBED6CL	NA	22	36	18	3	11	18	16	5	3	5
ZDHHC22	NA	0	0	0	0	4	0	0	0	1	0
CCDC60	NA	0	0	0	0	0	0	0	0	0	0
THOC7	NA	457	566	270	198	432	338	322	257	363	352
TCTA	NA	216	244	127	68	155	202	243	202	231	172
OR8K3	NA	0	0	0	0	0	0	0	0	0	0
MIR4660	NA	0	0	0	0	0	0	0	0	0	0
GGTLC2	NA	1	0	0	0	1	0	1	0	0	0
B2M	NA	35753	41819	21260	17322	44861	23301	30335	22067	35081	34815
LPPR4	NA	0	0	0	0	0	0	0	0	0	0
C6orf141	NA	0	0	0	0	0	0	0	0	0	0
SQLE	NA	17	28	27	21	23	305	301	175	80	68
MIR891B	NA	0	0	0	0	0	0	0	0	0	0
LOC100129046	NA	6	8	17	8	15	5	7	28	3	2
SEPHS1	NA	352	377	179	109	227	213	299	152	217	238
GLIPR2	NA	2421	2834	1292	759	1995	1667	1991	1392	1762	1725
PLRG1	NA	478	586	237	121	396	390	395	257	316	294
SPG7	NA	261	282	141	49	147	175	215	187	120	137
ZNF614	NA	114	143	29	48	61	95	85	52	83	82
ZMYM6NB	NA	187	215	72	80	182	194	207	174	228	180
PARD6G	NA	7	4	1	0	1	4	1	5	3	1
FAM41C	NA	4	1	1	0	0	1	4	5	4	0
MIR221	NA	0	0	0	0	0	0	0	0	0	0
INPP5B	NA	452	563	198	70	183	222	266	168	86	115
GRPEL2	NA	225	147	40	70	227	203	72	54	195	198
PPID	NA	341	329	152	128	368	269	276	170	269	347
TRIM56	NA	288	274	260	517	1112	235	240	569	1206	726
UBE2J1	NA	1461	2789	1833	1184	2386	1327	2364	2017	2375	2533
MIR3150A	NA	0	0	0	0	0	0	0	0	0	0
IL20RA	NA	0	0	0	0	0	0	0	0	0	0
MIR4439	NA	0	0	0	0	0	0	0	0	0	0
LINC01291	NA	2	0	0	0	0	1	0	0	0	0
LINC01206	NA	0	0	0	0	0	0	0	0	0	0
SNORA75	NA	0	0	0	0	0	2	0	0	0	0
ERMARD	NA	74	65	25	18	33	57	57	35	26	37
UTS2R	NA	0	0	0	0	0	2	0	0	0	0
SAFB2	NA	612	750	398	178	514	471	615	477	461	516
LOC100506271	NA	0	0	0	0	0	0	0	0	0	0
DNAJC25	NA	77	68	54	37	105	106	120	73	166	194
MIR5571	NA	0	0	0	0	0	0	0	0	0	0
MIR4783	NA	0	0	0	0	0	0	0	0	0	0
LOC101927987	NA	0	0	0	0	0	0	0	0	0	0
BGLT3	NA	0	0	0	0	0	0	0	0	0	0
KLRG1	NA	44	61	20	6	18	39	51	25	28	22
NEURL3	NA	0	3	32	99	274	0	6	83	260	174
MIR4776-2	NA	0	0	0	0	0	0	0	0	0	0
HCG2040054	NA	0	0	0	0	0	0	0	0	0	0
E2F4	NA	604	705	353	212	623	432	455	409	524	577
CLEC4M	NA	2	0	0	0	2	0	0	0	0	0
LINC01185	NA	0	0	0	0	0	0	0	0	0	0
TAC1	NA	0	0	0	0	0	0	0	0	0	0
SNORD115-14	NA	0	0	0	0	0	0	0	0	0	0
GYPA	NA	0	0	0	0	0	0	0	0	0	0
MIR4726	NA	0	0	0	0	0	0	0	0	0	0
TRAIP	NA	24	31	23	0	1	5	7	6	1	0
LOC284412	NA	4	0	0	0	0	2	7	0	5	1
KIAA0232	NA	1188	1328	287	335	712	890	730	389	620	513
SEMA3B-AS1	NA	0	0	0	0	0	0	0	0	0	0
ERCC8	NA	133	148	34	33	38	84	83	51	40	30
GPX4	NA	5641	6170	2880	1791	5552	3629	4060	3277	4355	3920
KIAA0368	NA	2349	2689	1255	1559	3975	1629	1874	1500	3125	3436
MSS51	NA	3	6	2	2	0	4	5	4	0	7
GPR157	NA	5	3	0	10	24	6	2	8	21	43
OR52A1	NA	0	0	0	0	0	0	0	0	0	0
FAM199X	NA	756	822	320	169	384	527	654	426	458	360
CTAGE4	NA	1	0	0	0	0	0	0	0	0	0
LOC101928790	NA	0	0	0	0	0	0	0	0	0	0
ALG9	NA	262	253	140	51	148	214	228	127	120	160
BTBD10	NA	277	250	97	84	301	175	271	115	241	160
SDK2	NA	2	7	0	0	1	2	2	1	2	0
BAIAP3	NA	0	7	2	0	1	1	0	5	6	0
RABGGTB	NA	524	585	247	186	276	275	359	188	286	308
ANKRD40	NA	945	1207	582	451	1140	697	791	606	813	856
LOC100289673	NA	0	0	0	0	0	0	0	0	0	0
KRT74	NA	0	0	0	0	0	0	0	0	0	0
CALCOCO2	NA	984	1170	566	513	1685	724	846	639	946	1176
LOC100128993	NA	0	3	1	4	4	0	1	1	15	3
SNCA	NA	47	53	30	16	11	95	100	79	76	36
SPATS2L	NA	531	656	336	380	2019	494	551	456	1113	1616
PABPC5-AS1	NA	0	0	0	0	0	0	0	0	0	0
LPP-AS1	NA	0	0	1	0	0	0	0	0	0	0
ESRRB	NA	4	4	1	0	1	0	1	0	0	0
SLC48A1	NA	713	679	277	100	207	388	312	217	186	137
ARHGAP26	NA	2792	2743	1065	413	1063	1893	1831	1030	1015	1347
TDRD9	NA	312	379	155	96	143	242	222	151	150	95
PRCD	NA	2	2	2	0	0	0	0	0	0	0
CDK16	NA	553	667	398	329	1173	430	477	473	785	809
KLRC4	NA	0	0	0	0	0	0	0	0	0	0
HRAS	NA	44	59	25	18	42	49	53	42	84	78
JAGN1	NA	186	209	89	49	155	143	114	121	115	126
BSDC1	NA	451	707	344	181	484	336	402	446	398	312
RNF43	NA	2	0	1	1	7	0	0	1	2	0
NDUFAF1	NA	246	329	119	72	168	201	256	133	167	126
PHF12	NA	957	644	136	156	490	586	278	167	470	451
HOTAIRM1	NA	29	67	43	27	58	10	49	39	30	19
KRTAP4-8	NA	0	0	0	0	0	0	0	0	0	0
LOC100507175	NA	0	0	0	0	0	0	0	0	0	1
OR1L3	NA	0	0	0	0	1	0	0	0	0	0
FOLR2	NA	185	213	97	50	185	544	939	784	1107	876
PLAC8L1	NA	0	0	0	0	0	0	0	0	0	0
LYZL6	NA	0	0	0	0	0	0	0	0	0	0
LEMD1-AS1	NA	0	0	0	0	0	1	1	2	1	2
MIR3611	NA	0	0	0	0	0	0	0	0	0	0
WSB1	NA	1110	1555	747	884	1504	995	1406	1045	1690	1407
PROS1	NA	58	81	22	20	46	98	113	73	80	67
OSTN	NA	0	0	0	0	0	0	0	0	0	0
SOCS4	NA	462	450	173	105	329	306	342	262	338	289
PSMB8	NA	827	1034	415	375	1204	549	626	407	813	869
SDR39U1	NA	125	172	70	38	66	118	162	116	143	74
DDIT4L	NA	12	21	3	2	1	12	4	2	0	3
MAS1	NA	0	0	0	21	81	0	0	2	10	24
LOC285043	NA	0	0	0	0	0	0	0	0	0	0
LINC00896	NA	1	4	0	1	4	1	2	0	3	2
TBCCD1	NA	168	177	41	40	133	111	124	78	114	130
MGC34796	NA	0	0	0	0	0	0	0	0	0	0
CSHL1	NA	0	0	0	0	0	0	0	0	0	0
MIR548A1	NA	0	0	0	0	0	0	0	0	0	0
SCARNA16	NA	4	3	0	0	0	4	8	0	3	8
ZBTB7C	NA	69	77	10	6	17	165	149	74	97	43
AP2S1	NA	1764	1918	775	401	906	1183	1391	1090	1053	865
VAT1	NA	11707	13103	6049	3533	9997	10512	11190	9102	10818	9790
SHANK3	NA	11	8	4	3	18	10	6	7	7	10
TUFM	NA	1240	1384	688	338	790	696	893	757	737	636
OR7E5P	NA	0	0	0	0	0	0	0	0	0	0
THEG	NA	0	0	0	0	0	0	0	0	0	0
LINC01264	NA	0	0	0	0	0	0	0	0	0	0
KRT34	NA	0	0	0	0	0	0	0	0	0	0
SGSM3	NA	336	403	186	79	152	213	218	256	206	136
TOMM22	NA	344	416	251	104	234	222	250	203	217	160
SOCS3	NA	418	6883	3685	4423	7013	349	6122	5726	21280	14229
CPO	NA	0	0	0	0	0	0	0	0	0	0
POP4	NA	166	249	92	65	111	159	167	121	155	121
MALL	NA	1	1	0	0	0	0	0	0	2	0
PARK2	NA	7	10	10	3	5	10	11	4	11	4
OR1B1	NA	0	0	0	0	0	0	0	0	0	0
GPR124	NA	26	25	12	1	7	15	7	6	5	1
TMEM132A	NA	8	7	10	11	30	12	8	24	29	27
LCE1E	NA	0	0	0	0	0	0	0	0	0	0
DACT3-AS1	NA	0	0	0	0	0	0	3	0	3	0
RUVBL2	NA	319	310	149	64	132	168	204	160	153	146
CGRRF1	NA	91	72	25	18	69	53	51	25	48	47
PIANP	NA	2	1	0	2	3	5	1	1	0	3
WNT10B	NA	0	0	0	0	2	0	0	0	0	4
BAIAP2L2	NA	0	0	0	0	0	0	0	0	0	0
SNORD51	NA	0	0	0	0	0	0	0	0	0	0
ISCA1	NA	336	383	184	122	430	223	229	141	165	187
RPAP1	NA	158	184	55	22	79	144	141	67	75	83
NXPE2	NA	0	0	0	0	0	0	0	0	0	0
RPL27	NA	4388	5211	2484	1715	3893	1994	2684	1790	3212	2444
NLRP9	NA	0	0	0	0	1	2	0	0	1	0
EPN1	NA	1344	1669	716	255	784	812	886	752	656	564
LOC649133	NA	0	0	0	0	0	0	0	0	0	0
SLC35A1	NA	190	211	68	11	20	137	113	61	26	41
GAL	NA	2	0	0	0	5	18	18	16	20	31
SLC14A2	NA	7	1	4	1	1	6	3	3	0	5
LINC00997	NA	35	42	31	8	18	10	16	6	9	6
RDH11	NA	995	1159	593	303	684	868	963	683	757	678
SERF2-C15ORF63	NA	0	0	0	0	0	98	0	0	0	36
LSMEM2	NA	0	4	0	0	0	0	3	0	0	1
AUH	NA	340	359	168	67	92	217	253	167	110	56
MBD2	NA	1773	1953	1024	779	2048	1198	1363	1017	1739	1982
ABHD14B	NA	475	552	251	145	313	345	383	254	311	271
PIGT	NA	2107	2550	1288	812	2426	1313	1459	1112	1632	1608
ALAS1	NA	2821	3498	1945	1336	3140	2839	3448	4530	5908	4565
FOXO1	NA	680	724	535	90	204	407	643	529	216	386
LOC100996437	NA	0	2	1	0	6	5	4	6	2	4
SNORD114-23	NA	0	0	0	0	0	0	0	0	0	0
PPP1R17	NA	0	4	0	0	3	1	0	0	0	0
CRLF3	NA	353	491	196	172	496	387	396	301	475	522
OR5W2	NA	0	0	0	0	0	0	0	0	0	0
FARS2	NA	73	113	41	11	21	49	58	41	33	36
LOC285593	NA	0	1	3	0	0	1	0	0	0	2
CCDC28A	NA	163	224	84	70	97	113	161	82	82	32
OR13F1	NA	0	0	0	0	0	0	0	0	0	0
NPHP3	NA	83	66	59	42	70	67	67	62	77	63
LOC285627	NA	0	0	0	1	8	0	0	1	0	2
TSEN54	NA	15	24	11	0	0	14	15	15	0	5
MAGI2-AS3	NA	34	50	35	54	172	16	12	21	60	64
CFAP20	NA	245	217	116	33	93	142	177	107	85	98
OR8B4	NA	0	0	0	0	0	0	0	0	0	0
NEURL1-AS1	NA	0	0	0	0	0	0	1	0	0	0
DEFB106B	NA	0	0	0	0	0	0	0	0	0	0
STH	NA	0	0	0	0	0	0	0	0	0	0
ZC3H14	NA	656	730	355	78	268	495	629	292	241	315
HMGXB4	NA	347	415	211	151	361	285	333	245	311	410
CBX2	NA	3	4	0	0	0	2	3	0	1	1
TFAP2A-AS1	NA	0	0	0	0	0	0	0	0	0	0
CXADRP2	NA	0	0	0	0	0	0	0	0	0	0
RBMXL1	NA	279	586	504	256	489	194	425	490	482	324
LOC102724511	NA	0	0	0	0	0	0	0	0	0	0
CRTAP	NA	1830	1973	956	508	1124	1578	1670	1261	1345	1151
DDX50	NA	181	201	88	30	121	126	151	90	73	144
TBPL2	NA	0	0	0	0	0	0	0	0	0	0
STYXL1	NA	171	189	98	31	66	137	156	109	78	50
BLVRB	NA	1367	1543	703	430	838	1485	1723	1416	1576	1069
A1BG-AS1	NA	8	27	5	4	7	25	42	25	19	18
SNORA68	NA	0	1	0	2	0	0	2	0	0	1
CCZ1B	NA	366	348	269	245	604	170	306	147	260	341
LOC101928590	NA	0	0	0	0	0	0	0	0	0	0
MMP24	NA	19	10	21	10	34	7	13	24	7	15
GRID1	NA	0	0	0	0	0	0	0	0	1	0
MIR1251	NA	0	0	0	0	0	0	0	0	0	0
BANF1	NA	901	967	489	217	495	659	708	503	492	436
CATSPER2P1	NA	12	3	7	1	3	4	1	3	5	1
MIR513B	NA	0	0	0	0	0	0	0	0	0	0
HMBS	NA	74	92	31	3	3	63	67	39	17	8
FAM13A	NA	317	211	58	17	33	332	214	43	14	16
SLC25A24	NA	1257	1475	764	978	2632	1102	1386	1168	2497	2812
LINC00161	NA	0	0	0	0	0	0	0	0	0	0
SLC25A15	NA	14	29	3	1	1	7	5	12	7	2
MRO	NA	1	1	1	0	4	2	3	5	4	2
MIR7156	NA	0	0	0	0	0	0	0	0	0	0
MIR152	NA	0	0	0	0	0	0	0	0	0	0
CCDC129	NA	0	0	0	0	0	0	0	0	0	0
ACER3	NA	1934	2129	982	646	1395	1335	1633	1083	1313	1017
LOC100500773	NA	0	0	0	0	0	0	1	0	5	3
FAM84B	NA	1	2	3	3	7	3	4	0	11	3
DAB1-AS1	NA	0	0	0	0	0	0	0	0	0	0
TDP1	NA	256	283	130	23	64	189	207	100	65	68
C16orf78	NA	0	0	0	0	0	0	0	0	0	0
C11orf57	NA	321	294	117	113	220	251	214	157	264	268
URAD	NA	0	0	0	0	0	0	0	0	0	0
RFK	NA	472	438	198	138	348	352	418	280	456	347
ARHGAP8	NA	3	2	2	1	2	0	0	0	3	0
ZFYVE9	NA	0	2	2	0	1	1	0	0	3	5
WIBG	NA	187	200	48	38	134	181	168	78	149	126
GBA2	NA	446	609	239	70	290	304	374	237	223	234
NDUFB3	NA	652	794	326	279	645	642	698	405	683	528
LINC00588	NA	0	0	0	0	0	0	0	0	0	0
HSD17B13	NA	0	2	0	0	0	7	2	2	0	0
KRTAP5-11	NA	0	0	0	0	0	0	0	0	0	0
MIR3145	NA	0	0	0	0	0	0	0	0	0	0
GRIN3A	NA	49	58	15	28	95	55	37	18	69	13
FLJ34503	NA	3	1	0	0	0	0	0	0	0	1
FMNL1	NA	1982	2832	1360	975	2774	1445	2115	2083	2613	2395
FLJ41200	NA	0	0	0	0	3	0	0	0	2	0
CHTOP	NA	359	357	151	121	517	284	261	265	356	375
SEPT7	NA	1797	2024	1022	716	1322	1501	1918	1257	1414	1353
GNLY	NA	0	0	0	0	0	0	4	0	1	0
FAM223A	NA	1	2	1	0	0	0	0	3	2	0
GRAMD1C	NA	0	0	0	0	0	0	0	0	0	0
ZNF165	NA	5	0	1	2	1	2	2	1	0	2
USP38	NA	1025	950	288	183	610	608	594	277	501	544
FAM83A	NA	0	0	0	0	0	0	0	3	0	0
ARMCX3	NA	430	476	200	241	414	379	438	353	516	370
ARHGDIB	NA	6187	7398	3794	2221	4365	5100	6088	4571	5878	4258
ACSM6	NA	0	0	0	0	0	0	0	0	0	0
MIR6752	NA	0	0	0	0	0	0	0	0	0	0
SMG1P5	NA	136	127	94	77	165	75	104	80	92	143
AK1	NA	11	14	5	13	5	7	8	5	14	12
ACSS3	NA	3	0	0	0	0	5	0	1	1	0
KIAA1045	NA	0	0	0	2	3	0	1	1	2	3
C4B	NA	5	16	13	0	0	0	23	21	31	16
DNAJB13	NA	0	0	0	0	0	0	0	0	0	0
MUC22	NA	0	0	0	0	0	0	0	0	0	0
NEU2	NA	0	0	0	0	0	0	0	0	0	0
TRIM77	NA	0	0	0	0	3	0	0	0	0	0
HIST1H4B	NA	35	48	11	3	13	40	32	11	16	6
FAM20B	NA	540	638	305	211	495	345	492	377	433	367
HES2	NA	3	2	2	0	2	10	10	5	4	5
FAM73B	NA	80	87	36	6	25	49	44	40	15	24
SNORD72	NA	0	0	0	0	0	0	0	0	0	0
CYP4F24P	NA	0	0	0	0	0	0	0	0	0	0
NEDD8-MDP1	NA	0	0	0	2	0	0	0	0	0	0
INTS7	NA	200	166	79	37	60	158	173	104	103	53
AMPH	NA	2	0	0	11	46	1	0	1	16	17
ZNF775	NA	35	9	16	4	13	26	10	6	12	21
SNORD61	NA	0	0	0	0	0	0	0	0	0	0
USP17L7	NA	0	0	0	0	1	0	0	0	0	0
UCKL1	NA	208	285	160	94	214	111	201	183	173	176
SNORA23	NA	3	4	6	4	0	1	1	2	3	8
MIR548S	NA	0	0	0	0	0	0	0	0	0	0
HNRNPH1	NA	2214	2838	1597	1723	3735	1610	1999	2078	3559	3317
ALDH1L1	NA	0	0	0	0	0	0	0	0	0	0
COX16	NA	369	434	206	130	299	313	328	224	331	312
SLC23A1	NA	0	0	0	0	1	2	0	0	0	1
THAP4	NA	312	383	167	72	195	230	271	161	239	226
RBM4B	NA	72	71	11	7	18	32	39	11	14	22
OGFRL1	NA	2206	2944	2297	3629	9477	1607	2377	3202	8591	9303
KRTAP10-5	NA	0	0	0	0	0	0	0	0	0	0
PPP1R15A	NA	657	12270	8627	1302	2871	552	11123	7019	2789	2043
LINC01554	NA	0	0	0	0	0	10	13	5	7	9
LOC101929551	NA	0	0	0	0	0	0	0	0	0	0
BMF	NA	987	979	302	105	231	659	478	272	299	586
MAN1A1	NA	2857	3188	1557	1040	2590	2589	3042	2062	2649	2578
TGIF2LY	NA	0	0	0	0	0	0	0	0	0	0
NKAIN1	NA	0	0	0	0	0	0	0	1	0	0
NLGN4X	NA	0	0	0	0	0	1	0	0	0	0
LOC399715	NA	2	3	2	1	5	4	5	6	5	4
IFNE	NA	0	0	0	0	0	0	0	0	0	0
ALOX12	NA	2	5	3	0	7	4	3	1	3	9
RB1CC1	NA	847	1163	626	347	1001	722	893	653	805	724
NEIL2	NA	51	51	23	3	12	36	20	20	17	18
TMEM255B	NA	13	15	2	2	10	16	19	17	29	31
EIF4E	NA	447	663	395	323	746	447	753	761	834	627
SIGLEC15	NA	106	106	57	17	66	66	74	83	87	82
ABHD5	NA	589	695	278	155	381	518	673	372	369	387
EXOC4	NA	1735	1862	971	505	1030	1150	1191	947	957	752
LINC01162	NA	0	0	0	0	0	0	0	0	0	0
LOC102724691	NA	0	0	0	0	0	0	0	0	0	0
PRAMEF14	NA	0	0	0	0	0	0	0	0	0	0
HEATR5A	NA	1067	1164	418	145	398	746	815	433	327	417
SLC29A4	NA	3	5	1	0	5	19	12	12	9	5
BATF2	NA	79	27	22	259	944	43	19	94	667	273
HTR4	NA	0	0	0	0	0	0	0	0	0	0
GUSBP5	NA	0	0	1	1	0	0	0	0	0	0
URGCP	NA	184	240	89	100	255	135	137	190	294	237
LOC101060385	NA	0	0	0	0	0	0	0	0	0	0
EMB	NA	5036	5742	2848	1844	3451	4534	5297	3410	4263	3389
TRAF6	NA	597	433	327	286	739	471	441	445	625	545
LPAR3	NA	0	0	0	0	2	0	0	1	0	2
LMNB1	NA	133	185	61	115	713	133	162	97	360	1096
CKMT1B	NA	0	0	0	0	0	0	0	0	0	0
SNORD9	NA	0	0	0	0	0	4	0	0	0	0
LINC00320	NA	0	0	0	0	0	0	0	0	0	0
FAM19A5	NA	0	0	0	0	0	0	0	0	0	0
SHE	NA	30	49	18	9	4	27	46	25	16	4
LINC01046	NA	0	0	0	0	0	0	0	0	0	0
IFIT1B	NA	0	0	0	4	6	0	0	0	3	1
LOC101927709	NA	0	0	0	0	0	0	0	0	0	0
LINC01587	NA	0	0	0	0	0	0	1	0	0	0
CACNA1C-AS4	NA	0	0	0	0	0	0	0	0	0	0
PIK3C2B	NA	86	119	38	15	17	91	89	35	38	26
RBM12B-AS1	NA	9	21	7	8	18	6	3	4	23	8
AKR1E2	NA	11	8	1	5	5	18	10	11	15	13
LOC101927914	NA	0	0	0	0	0	0	0	0	0	0
USP15	NA	1620	1947	912	1321	3483	1174	1447	1020	2920	2688
MIR548Z	NA	0	0	0	0	0	0	0	0	0	0
MIR6854	NA	0	0	0	0	0	0	0	0	0	0
TCEAL2	NA	0	0	0	0	0	0	0	0	0	0
PTGER2	NA	345	949	627	169	427	305	1093	1026	677	527
LOC101927410	NA	0	0	0	0	0	0	0	0	0	0
FAM184B	NA	9	6	2	1	8	1	4	1	4	3
SLC31A1	NA	2026	2666	1237	786	2952	2321	2542	1754	2258	2947
LOC101929532	NA	0	1	0	0	1	0	0	0	0	0
CASC21	NA	0	0	0	0	0	0	0	0	0	0
LINC01393	NA	0	3	1	0	3	0	0	0	2	1
IFT172	NA	83	134	39	7	18	73	80	73	33	19
ST7L	NA	95	122	48	19	48	59	84	67	58	68
GFOD1	NA	619	899	331	63	298	389	534	266	182	168
ADAM29	NA	0	0	0	0	0	0	0	0	0	0
PKN3	NA	2	1	0	4	3	1	3	2	4	9
C15orf26	NA	0	0	3	1	7	0	0	0	4	7
NCOR1P1	NA	0	0	0	0	0	0	0	0	0	0
CNTD1	NA	6	5	4	0	8	2	1	7	5	6
COMMD1	NA	95	123	53	45	103	72	94	88	152	138
WASH7P	NA	72	65	34	11	61	67	98	43	58	97
OCM2	NA	0	0	0	0	0	0	0	0	0	0
NTRK2	NA	0	0	0	0	1	0	1	0	2	0
LOC100996349	NA	0	0	0	0	0	0	0	0	0	0
FOXN3	NA	3124	3630	1675	657	1397	2377	2715	1880	1361	1230
MFGE8	NA	12	8	1	2	15	28	44	25	26	31
PFKFB2	NA	220	260	93	40	38	221	245	167	65	22
TAS2R4	NA	2	0	0	0	0	1	0	2	0	0
MIR1245A	NA	0	0	0	0	0	0	0	0	0	0
ENTHD1	NA	11	3	4	7	30	2	0	3	11	26
MIR765	NA	0	0	0	0	0	0	0	0	0	0
PRMT5	NA	434	459	252	52	86	243	294	186	114	108
OR5K4	NA	0	0	0	0	0	0	0	0	0	0
PPEF1-AS1	NA	0	0	0	0	0	0	0	0	0	0
ZSCAN12P1	NA	8	3	2	0	5	5	6	1	3	2
HIST2H3A	NA	21	18	16	2	31	21	22	19	36	25
DCAF4	NA	86	43	28	8	42	23	25	5	16	20
LOC100996255	NA	39	53	24	6	12	27	17	19	11	14
LCLAT1	NA	64	99	48	11	44	103	128	55	68	53
TSKU	NA	193	205	136	57	164	117	128	113	102	171
PDLIM1	NA	2	2	6	7	4	2	7	5	2	9
KRTCAP3	NA	1	2	0	0	0	0	0	0	2	0
KCNS2	NA	0	0	0	0	2	0	1	0	2	1
RNF126	NA	283	322	136	51	186	149	177	120	165	224
LIFR-AS1	NA	2	0	0	0	0	0	0	0	0	0
CEP63	NA	188	211	90	46	88	133	161	80	69	57
CLIC4	NA	3448	5124	4676	7021	17586	3138	5379	6948	14049	13531
ACR	NA	0	0	0	0	0	0	0	0	0	0
KLK7	NA	0	0	0	0	0	2	0	0	0	0
ALOX5AP	NA	2542	2711	1294	869	1705	847	1082	741	876	721
RIPK3	NA	128	158	74	42	146	94	102	97	97	99
